357,11,403,11,403,27,357,27,KHÔNG
553,11,583,11,583,29,553,29,VIỆC
892,6,932,6,932,24,892,24,NĂNG
832,10,864,10,864,26,832,26,NGHI
786,11,830,11,830,25,786,25,THANH
610,9,646,9,646,27,610,27,TẦNG
523,11,551,11,551,27,523,27,LÀM
445,13,471,13,471,29,445,29,HỌC
289,9,327,9,327,27,289,27,MIỄN
873,7,891,7,891,25,873,25,ĐÁ
586,13,608,13,608,29,586,29,TẠI
472,11,498,11,498,29,472,29,TẬP
712,8,740,8,740,26,712,26,CHỈ:
329,10,355,10,355,26,329,26,PHÍ
406,13,440,13,440,27,406,27,GIAN
502,11,520,11,520,27,502,27,VÀ
687,12,713,12,713,28,687,28,ĐỊA
741,10,767,10,767,26,741,26,294
768,9,784,9,784,25,768,25,LÊ
648,11,658,11,658,27,648,27,3
669,13,679,13,679,27,669,27,4
679,11,687,11,687,27,679,27,I
610,9,645,9,646,28,611,28,TẦNG
830,9,864,10,866,27,832,27,NGHỊ
586,12,608,12,609,31,587,31,TẠI
290,9,328,9,327,28,290,28,MIỄN
553,10,584,10,585,31,554,31,VIỆC
443,12,471,12,472,31,443,31,HỌC
357,10,405,10,405,28,357,28,KHÔNG
871,8,890,7,893,26,874,27,ĐÁ
786,10,829,10,831,26,787,27,THANH
522,10,551,10,552,28,523,28,LÀM
767,9,784,9,785,27,769,27,LÊ
408,12,441,12,441,28,408,28,GIAN
892,5,927,5,930,26,895,26,NẴNG
712,8,740,8,741,28,713,28,CHỈ:
473,10,499,10,499,30,473,30,TẬP
685,11,709,11,713,30,688,30,ĐỊA
501,10,519,10,521,29,503,28,VÀ
330,10,354,10,354,28,330,28,PHÍ
648,13,656,12,657,28,649,28,3
668,11,678,12,679,28,669,28,4
741,11,766,11,767,28,742,28,294
660,17,666,16,667,24,661,25,c
679,11,685,10,687,28,681,28,I
659,16,663,15,665,26,660,27,C
