241,68,363,68,363,140,241,140,BIỆT
125,84,231,84,231,148,125,148,ĐẶC
237,5,335,5,335,69,237,69,ĐÃI
134,237,190,237,190,265,134,265,HỌC
285,207,351,207,351,241,285,241,GIẢM
136,203,196,203,196,227,136,227,SINH
301,241,363,241,363,269,301,269,KISUẤT
132,272,242,272,242,296,132,296,SHIPPER
155,26,229,26,229,76,155,76,ƯU
193,235,259,235,259,259,193,259,SINH
197,142,283,142,283,184,197,184,CHO
201,198,265,198,265,224,201,224,VIÊN
284,243,298,243,298,269,284,269,5
0,269,4,269,4,273,0,273,N
133,272,243,272,243,297,133,297,SHIPPER
137,203,197,202,197,227,136,228,SINH
154,31,229,26,228,73,155,78,ƯU
127,89,231,82,231,146,126,151,ĐẶC
134,237,190,237,190,265,134,265,HỌC
239,80,361,70,360,138,239,143,BIỆT
194,235,258,235,258,260,194,260,SINH
284,243,299,243,299,270,284,270,5
239,15,337,5,337,61,238,70,ĐÃI
198,148,282,146,283,182,198,185,CHO
201,197,265,196,265,224,201,224,VIÊN
286,208,353,207,352,241,285,242,GIẢM
118,247,132,247,131,257,118,257,-
121,214,134,214,133,223,121,223,-
116,281,129,282,128,292,115,292,-
319,242,362,241,361,270,318,270,SUẤT
