740,0,1138,0,1138,232,740,232,DIỆP
203,7,691,7,691,223,203,223,NGỌC
616,246,784,246,784,366,616,366,SỮA
25,238,391,238,391,360,25,360,CHUYÊN:
847,240,969,240,969,366,847,366,ĐỒ
393,233,561,233,561,361,393,361,BỈM
1111,268,1315,268,1315,366,1111,366,SINH
982,259,1096,259,1096,369,982,369,SƠ
571,300,605,300,605,336,571,336,-
799,300,835,300,835,334,799,334,-
848,238,968,236,967,371,845,371,ĐỒ
980,258,1095,257,1094,368,980,370,SƠ
201,1,696,5,696,226,199,207,NGỌC
1112,266,1313,267,1312,369,1111,368,SINH
740,2,1142,2,1127,228,736,223,DIỆP
395,230,556,233,557,366,394,362,BỈM
570,298,604,300,604,334,570,332,E
799,296,839,298,837,342,797,339,-
618,246,779,248,784,374,617,368,SỮA
23,232,385,236,386,357,23,351,CHUYÊN:
