170,145,236,145,236,185,170,185,Tặng
162,37,274,37,274,71,162,71,OPPOF1
181,185,259,185,259,215,181,215,Selfie
242,155,292,155,292,185,242,185,gậy
253,81,309,81,309,109,253,109,Plus
197,117,247,117,247,147,197,147,góp
131,71,245,71,245,105,131,105,OPPOF1
148,107,192,107,192,139,148,139,Trả
249,119,291,119,291,145,249,145,0%
150,151,168,151,168,171,150,171,+
252,79,310,82,310,112,252,110,Plus
241,153,293,154,290,188,241,186,gậy
172,145,237,151,238,186,171,180,Tặng
147,106,194,110,193,141,147,138,Trả
161,33,278,44,275,72,159,62,OPPOF1
149,149,169,151,169,173,148,172,+
129,67,244,79,240,106,126,96,OPPOF1
181,184,260,188,260,217,180,213,Selfie
197,112,292,117,290,151,195,146,góp0%
