372,194,540,194,540,290,372,290
555,207,637,207,637,289,555,289
630,90,730,90,730,120,630,120
665,336,989,336,989,420,665,420
512,89,578,89,578,121,512,121
651,205,825,205,825,289,651,289
856,85,914,85,914,125,856,125
439,337,607,337,607,423,439,423
211,338,425,338,425,426,211,426
378,94,482,94,482,128,378,128
288,91,332,91,332,123,288,123
737,86,803,86,803,120,737,120
807,87,853,87,853,119,807,119
335,90,375,90,375,122,335,122
581,91,625,91,625,121,581,121
487,94,511,94,511,122,487,122
624,371,650,371,650,387,624,387
