87,211,111,211,111,225,87,225
67,196,107,196,107,210,67,210
103,100,129,100,129,114,103,114
79,133,117,133,117,147,79,147
68,119,94,119,94,133,68,133
62,263,96,263,96,277,62,277
66,103,100,103,100,117,66,117
90,164,124,164,124,178,90,178
70,244,96,244,96,260,70,260
68,151,100,151,100,163,68,163
104,151,128,151,128,163,104,163
100,245,128,245,128,257,100,257
101,261,129,261,129,275,101,275
111,198,129,198,129,210,111,210
99,230,135,230,135,242,99,242
98,120,126,120,126,130,98,130
62,230,96,230,96,242,62,242
86,183,110,183,110,195,86,195
72,164,88,164,88,178,72,178
80,84,114,84,114,98,80,98
133,261,137,261,137,273,133,273
