372,281,810,281,810,387,372,387
411,138,531,138,531,188,411,188
632,141,760,141,760,187,632,187
136,139,264,139,264,187,136,187
541,142,623,142,623,194,541,194
335,85,433,85,433,133,335,133
441,80,529,80,529,132,441,132
62,146,126,146,126,186,62,186
534,92,656,92,656,132,534,132
854,90,1008,90,1008,132,854,132
338,136,400,136,400,186,338,186
667,84,845,84,845,132,667,132
169,90,325,90,325,132,169,132
272,147,330,147,330,187,272,187
772,139,950,139,950,187,772,187
960,145,1114,145,1114,187,960,187
