450,261,592,261,592,351,450,351
291,348,459,348,459,418,291,418
478,378,650,378,650,444,478,444
428,171,560,171,560,267,428,267
608,292,678,292,678,366,608,366
144,214,282,214,282,298,144,298
360,447,434,447,434,485,360,485
444,454,518,454,518,490,444,490
281,437,319,437,319,467,281,467
213,429,273,429,273,461,213,461
548,468,596,468,596,502,548,502
289,149,413,149,413,235,289,235
484,500,542,500,542,530,484,530
326,440,356,440,356,472,326,472
211,335,275,335,275,391,211,391
548,507,578,507,578,533,548,533
650,484,686,484,686,508,650,508
598,476,620,476,620,506,598,506
622,479,648,479,648,505,622,505
522,466,544,466,544,496,522,496
305,244,435,244,435,324,305,324
168,423,208,423,208,457,168,457
237,473,273,473,273,503,237,503
318,481,416,481,416,517,318,517
276,473,316,473,316,509,276,509
579,511,617,511,617,537,579,537
618,514,642,514,642,538,618,538
