156,59,234,59,234,99,156,99
320,2,370,2,370,40,320,40
212,11,298,11,298,47,212,47
241,54,293,54,293,92,241,92
296,45,364,45,364,87,296,87
242,104,276,104,276,128,242,128
312,100,354,100,354,122,312,122
158,13,204,13,204,49,158,49
279,105,309,105,309,123,279,123
202,108,226,108,226,130,202,130
142,137,190,137,190,161,142,161
168,116,198,116,198,134,168,134
191,123,373,123,373,153,191,153
228,112,238,112,238,128,228,128
303,24,315,24,315,34,303,34
182,0,212,0,212,4,182,4
110,61,134,61,134,77,110,77
