1123,1516,1611,1516,1611,1664,1123,1664
1184,1294,1520,1294,1520,1480,1184,1480
952,1930,1748,1930,1748,2380,952,2380
310,1720,894,1720,894,2382,310,2382
634,1300,802,1300,802,1458,634,1458
828,1285,962,1285,962,1461,828,1461
934,2406,1254,2406,1254,2588,934,2588
1546,1339,1666,1339,1666,1481,1546,1481
412,2625,1658,2625,1658,3027,412,3027
432,1305,606,1305,606,1451,432,1451
734,1512,1078,1512,1078,1646,734,1646
1277,2414,1491,2414,1491,2588,1277,2588
989,1294,1165,1294,1165,1500,989,1500
607,2414,913,2414,913,2586,607,2586
484,1509,686,1509,686,1647,484,1647
9,2741,81,2741,81,2775,9,2775
5,2475,85,2475,85,2509,5,2509
486,1512,552,1512,552,1640,486,1640
5,1647,83,1647,83,1683,5,1683
0,1680,80,1680,80,1714,0,1714
4,2192,100,2192,100,2236,4,2236
8,2444,94,2444,94,2478,8,2478
1956,1720,1986,1720,1986,1758,1956,1758
