91,232,123,232,123,252,91,252
61,113,95,113,95,133,61,133
60,229,90,229,90,245,60,245
96,118,130,118,130,138,96,138
79,172,97,172,97,188,79,188
63,153,87,153,87,169,63,169
45,228,57,228,57,244,45,244
72,248,92,248,92,266,72,266
96,213,116,213,116,229,96,229
93,138,119,138,119,156,93,156
68,136,92,136,92,152,68,152
45,265,65,265,65,285,45,285
67,269,93,269,93,285,67,285
97,175,117,175,117,191,97,191
57,212,95,212,95,228,57,228
63,172,77,172,77,188,63,188
88,155,120,155,120,175,88,175
95,270,115,270,115,286,95,286
82,194,110,194,110,210,82,210
66,194,80,194,80,206,66,206
