336,116,476,116,476,202,336,202
138,114,322,114,322,200,138,200
962,19,1164,19,1164,43,962,43
516,116,610,116,610,190,516,190
17,115,121,115,121,189,17,189
741,19,863,19,863,47,741,47
627,108,801,108,801,194,627,194
286,18,382,18,382,44,286,44
394,17,484,17,484,43,394,43
894,19,950,19,950,43,894,43
196,15,276,15,276,43,196,43
648,15,734,15,734,43,648,43
70,19,128,19,128,43,70,43
137,17,191,17,191,43,137,43
536,19,586,19,586,43,536,43
494,19,530,19,530,43,494,43
595,19,639,19,639,43,595,43
484,151,512,151,512,167,484,167
