136,108,206,108,206,152,136,152
371,77,447,77,447,125,371,125
104,49,142,49,142,93,104,93
276,91,334,91,334,135,276,135
214,102,268,102,268,140,214,140
29,120,129,120,129,164,29,164
177,41,233,41,233,83,177,83
289,165,339,165,339,203,289,203
241,34,321,34,321,78,241,78
336,165,368,165,368,195,336,195
330,17,424,17,424,63,330,63
150,51,168,51,168,87,150,87
364,167,398,167,398,189,364,189
431,5,493,5,493,49,431,49
456,69,516,69,516,113,456,113
524,63,574,63,574,103,524,103
203,0,253,0,253,26,203,26
233,161,295,161,295,205,233,205
343,103,361,103,361,115,343,115
