221,54,249,52,249,72,222,74,NGÀY
75,65,95,65,95,86,76,87,XÂY
94,66,121,65,122,85,95,87,DỰNG
51,66,75,66,75,88,51,88,PHẦN
337,44,344,44,345,62,338,63,1
305,45,339,45,339,67,305,67,MẠNH
96,66,120,66,120,88,96,88,DỰNG
8,67,18,67,18,91,8,91,TẾ
122,64,153,61,154,81,122,84,THÀNH
223,52,247,52,247,72,223,72,NGÀY
153,59,174,58,174,80,153,81,PHÓ
250,50,276,50,276,70,250,70,CẢNG
30,69,50,68,50,90,31,91,GÓP
173,58,204,56,204,76,174,79,MÔNG
122,62,152,62,152,80,122,80,THÀNH
278,47,304,45,305,67,279,69,GIÀU
203,55,221,54,222,75,204,76,CÁI
