134,236,190,235,190,266,134,266,HỌC
119,247,132,247,131,258,118,258,-
153,30,230,25,230,73,154,78,ƯU
137,202,197,200,197,227,137,229,SINH
116,281,130,281,129,292,115,292,-
197,147,282,144,283,182,198,185,CHO
284,242,301,242,301,271,283,271,5
297,247,316,247,316,270,297,270,K
239,14,336,3,338,62,238,71,ĐÃI
132,272,243,271,244,297,132,297,SHIPPER
194,234,259,234,259,260,195,261,SINH
286,208,352,205,352,242,286,243,GIẢM
50,256,59,255,59,272,50,273,G
127,87,231,80,232,146,127,152,ĐẶC
121,213,134,213,133,224,120,224,-
239,79,360,69,359,137,239,142,BIỆT
201,196,265,194,265,224,202,225,VIÊN
