132,272,244,272,244,296,132,297,SHIPPER
136,203,197,202,197,226,136,227,SINH
127,88,231,83,231,144,126,149,ĐẶC
239,80,360,71,359,135,239,141,BIỆT
153,31,229,26,229,72,154,77,ƯU
238,14,337,5,338,60,238,69,ĐÃI
134,238,190,237,190,265,133,265,HỌC
194,236,258,235,258,259,194,260,SINH
200,197,265,196,265,223,201,224,VIÊN
197,148,282,144,283,180,198,184,CHO
319,241,362,241,362,269,319,269,SUẤT
283,243,300,243,300,271,284,270,5
121,214,133,214,133,223,121,223,-
119,247,131,247,131,257,119,257,-
285,208,357,204,356,238,285,242,GIẢM
116,282,129,282,129,291,116,292,-
284,243,298,243,298,269,284,269,5
297,241,363,241,363,269,297,269,KISUẤT
286,204,354,204,354,242,286,242,GIẢM
137,204,197,204,197,226,137,226,SINH
196,144,282,144,282,184,196,184,CHO
135,238,189,238,189,266,135,266,HỌC
133,273,241,273,241,297,133,297,SHIPPER
195,235,259,235,259,259,195,259,SINH
238,7,336,7,336,69,238,69,ĐÃI
124,84,234,84,234,148,124,148,ĐẶC
154,26,230,26,230,76,154,76,ƯU
238,70,364,70,364,138,238,138,BIỆT
200,198,266,198,266,224,200,224,VIÊN
