94,270,116,270,115,287,94,287,DÂN
71,248,93,249,93,266,71,265,CỦA
98,175,117,177,116,193,97,191,CẤP
78,172,97,173,96,190,77,189,HẤP
61,152,88,154,88,170,61,169,VIÊM
67,136,92,138,92,153,67,152,DỊCH
62,171,78,173,77,189,61,187,HÔ
93,138,119,140,118,157,91,155,BỆNH
96,213,116,214,116,230,95,229,MỚI
46,265,67,267,66,285,45,284,MỖI
66,268,94,269,94,286,66,286,CÔNG
81,193,110,196,110,210,80,208,VIRUS
55,210,96,212,96,228,55,226,CORONA
66,193,81,193,80,208,65,207,DO
45,227,58,229,58,246,44,245,LÀ
58,229,90,230,90,246,58,246,TRÁCH
96,119,129,121,129,138,96,136,CHỐNG
91,231,123,233,123,251,90,249,NHIỆM
89,155,120,158,120,175,88,171,ĐƯỜNG
60,113,95,116,95,134,60,132,PHÒNG
68,136,92,136,92,152,68,152,DỊCH
62,171,78,171,78,187,62,187,HÔ
66,194,80,194,80,206,66,206,DO
79,172,97,172,97,188,79,188,HẤP
97,174,115,174,115,192,97,192,CẤP
45,228,57,228,57,244,45,244,LÀ
94,270,114,270,114,286,94,286,DÂN
63,153,87,153,87,169,63,169,VIÊM
92,137,118,137,118,155,92,155,BỆNH
81,194,109,194,109,210,81,210,VIRUS
67,269,93,269,93,285,67,285,CÔNG
96,118,128,118,128,138,96,138,CHỐNG
46,266,66,266,66,284,46,284,MỖI
96,213,114,213,114,229,96,229,MỚI
88,155,118,155,118,175,88,175,ĐƯỜNG
72,249,92,249,92,265,72,265,CỦA
58,229,90,229,90,245,58,245,TRÁCH
60,114,96,114,96,134,60,134,PHÒNG
91,232,121,232,121,250,91,250,NHIỆM
58,211,96,211,96,227,58,227,CORONA
