240,56,293,53,291,91,240,94,GÁY
319,3,369,2,369,41,319,42,DẺO
201,108,227,108,226,131,201,132,SỐ
159,12,205,12,206,51,159,52,ÉP:
298,48,367,46,366,86,296,89,XOẮN
157,60,235,56,235,95,158,101,ĐÓNG
168,116,198,114,199,133,168,136,ĐC:
228,111,240,112,240,129,228,129,4
278,106,310,105,310,123,278,125,MAI
242,104,277,103,276,126,242,128,PHỐ
211,13,299,10,298,44,212,49,PLATIC
140,140,191,137,192,158,140,163,Gmail:
312,101,355,100,355,120,312,123,ĐỘNG
347,123,377,121,377,138,347,140,com
302,23,316,23,316,34,302,35,-
228,111,238,111,238,129,228,129,4
305,24,315,24,315,34,305,34,-
169,116,197,116,197,134,169,134,ĐC:
202,107,224,107,224,131,202,131,SỐ
279,104,309,104,309,124,279,124,MAI
242,104,276,104,276,128,242,128,PHỐ
141,138,191,138,191,162,141,162,Gmail:
312,99,354,99,354,123,312,123,ĐỘNG
161,12,205,12,205,50,161,50,ÉP:
241,53,293,53,293,93,241,93,GÁY
157,59,235,59,235,101,157,101,ĐÓNG
321,2,369,2,369,40,321,40,DẺO
296,46,364,46,364,88,296,88,XOẮN
212,14,298,14,298,48,212,48,PLATIC
