229,65,278,65,278,78,229,78,CHÀO
385,64,432,64,432,78,385,78,QUỐC
334,65,382,65,382,78,334,79,NGÀY
318,82,354,81,354,95,318,95,HỌC
188,65,227,65,226,79,188,79,LIỆT
281,66,331,66,332,79,281,79,MỪNG
435,65,494,65,494,77,435,78,KHÁNH
275,80,314,80,314,93,275,93,NĂM
132,66,185,65,185,80,132,81,NHIỆT
169,80,217,80,217,93,169,94,CHÀO
221,80,272,80,272,93,221,93,MỪNG
356,80,393,80,393,93,356,93,MỚI:
498,66,521,66,520,79,496,79,2/9
448,81,484,80,484,92,448,92,2021
396,81,435,80,435,91,396,92,2020
449,81,483,81,483,91,449,91,2021
397,81,435,81,435,91,397,91,2020
358,80,390,80,390,92,358,92,MỚI:
498,66,520,66,520,78,498,78,2/9
221,81,271,81,271,93,221,93,MỪNG
280,66,330,66,330,78,280,78,MỪNG
334,65,382,65,382,77,334,77,NGÀY
189,66,227,66,227,78,189,78,LIẾT
319,83,353,83,353,95,319,95,HỌC
170,81,218,81,218,93,170,93,CHÀO
276,81,314,81,314,93,276,93,NĂM
435,64,493,64,493,76,435,76,KHÁNH
229,65,277,65,277,77,229,77,CHÀO
386,64,430,64,430,76,386,76,QUỐC
132,66,184,66,184,78,132,78,NHIÊT
