297,20,317,20,316,44,297,45,HÃY
293,56,348,56,348,94,294,96,THÀNH
364,19,384,18,384,40,365,41,CHO
316,19,339,19,339,44,316,44,BÌNH
339,21,364,20,364,44,339,45,CHỌN
399,14,413,14,414,38,400,39,ĐÀ
413,9,439,9,439,37,413,37,NẴNG
384,18,397,18,398,39,384,39,TP.
349,51,382,50,382,93,350,93,PHỐ
381,52,405,51,406,91,382,91,TÔI
407,51,442,51,441,91,407,91,YÊU
385,18,399,18,399,38,385,38,TP.
400,14,412,14,412,38,400,38,ĐÀ
366,18,384,18,384,40,366,40,CHO
317,20,339,20,339,42,317,42,BÌNH
340,21,362,21,362,43,340,43,CHỌN
413,9,439,9,439,37,413,37,NẴNG
297,21,317,21,317,43,297,43,HÃY
383,50,405,50,405,92,383,92,TÔI
407,50,443,50,443,92,407,92,YÊU
348,48,380,48,380,92,348,92,PHỐ
294,55,346,55,346,95,294,95,THÀNH
