357,11,403,11,403,27,357,27,KHÔNG
553,11,583,11,583,29,553,29,VIỆC
892,6,932,6,932,24,892,24,NĂNG
832,10,864,10,864,26,832,26,NGHI
786,11,830,11,830,25,786,25,THANH
610,9,646,9,646,27,610,27,TẦNG
523,11,551,11,551,27,523,27,LÀM
445,13,471,13,471,29,445,29,HỌC
289,9,327,9,327,27,289,27,MIỄN
873,7,891,7,891,25,873,25,ĐÁ
586,13,608,13,608,29,586,29,TẠI
472,11,498,11,498,29,472,29,TẬP
712,8,740,8,740,26,712,26,CHỈ:
329,10,355,10,355,26,329,26,PHÍ
406,13,440,13,440,27,406,27,GIAN
502,11,520,11,520,27,502,27,VÀ
687,12,713,12,713,28,687,28,ĐỊA
741,10,767,10,767,26,741,26,294
768,9,784,9,784,25,768,25,LÊ
648,11,658,11,658,27,648,27,3
669,13,679,13,679,27,669,27,4
679,11,687,11,687,27,679,27,I
