69,244,97,244,97,260,69,260,VIỆT
60,262,98,262,98,278,60,278,MUÔN
99,229,135,229,135,241,99,241,MẠNG
65,103,99,103,99,117,65,117,CỘNG
110,197,130,197,130,211,110,211,LỢI
80,84,114,84,114,98,80,98,ĐẢNG
68,119,94,119,94,133,68,133,VIỆT
62,228,96,228,96,242,62,242,CÁCH
101,261,129,261,129,275,101,275,NĂM
91,165,123,165,123,177,91,177,CHỨC
79,133,117,133,117,145,79,145,NGƯỜI
103,100,129,100,129,114,103,114,SẢN
88,211,112,211,112,225,88,225,CỦA
97,120,125,120,125,130,97,130,NAM
72,165,88,165,88,179,72,179,TỔ
100,245,128,245,128,257,100,257,NAM
86,183,110,183,110,195,86,195,MỌI
102,151,126,151,126,163,102,163,ĐẠO
66,196,106,196,106,210,66,210,THẮNG
68,150,100,150,100,162,68,162,LÃNH
133,261,137,261,137,273,133,273,!
