96,118,128,118,128,138,96,138,CHỐNG
69,136,91,136,91,152,69,152,DỊCH
97,174,115,174,115,192,97,192,CẤP
88,155,118,155,118,173,88,173,ĐƯỜNG
90,232,122,232,122,250,90,250,NHIỆM
60,113,94,113,94,133,60,133,PHÒNG
92,138,118,138,118,156,92,156,BỆNH
78,171,96,171,96,189,78,189,HẤP
72,248,92,248,92,266,72,266,CỦA
59,229,89,229,89,245,59,245,TRÁCH
82,193,108,193,108,209,82,209,VIRUS
96,213,114,213,114,229,96,229,MỚI
46,265,66,265,66,285,46,285,MỖI
63,153,87,153,87,169,63,169,VIÊM
57,212,95,212,95,226,57,226,CORONA
63,172,77,172,77,188,63,188,HÔ
67,269,93,269,93,285,67,285,CÔNG
94,270,114,270,114,286,94,286,DÂN
66,194,80,194,80,206,66,206,DO
45,228,57,228,57,244,45,244,LÀ
