23,0,73,0,73,56,23,56,ĐỘI
124,4,174,4,174,56,124,56,BẢO
80,4,120,4,120,54,80,54,MŨ
178,9,238,9,238,61,178,61,HIỂM
242,25,278,25,278,63,242,63,KHI
283,31,305,31,305,65,283,65,ĐI
308,27,342,27,342,69,308,69,MÔ
344,30,368,30,368,74,344,74,TÔ
356,1,368,1,368,7,356,7,DU
25,0,73,1,73,56,25,54,ĐỘI
177,8,236,11,238,62,178,59,HIỂM
78,5,121,6,121,53,78,52,MŨ
125,4,174,7,175,57,125,54,BẢO
343,30,367,30,369,72,345,72,TÔ
307,27,341,28,343,70,308,69,MÔ
240,25,278,26,280,65,241,65,KHI
281,29,305,29,307,67,282,66,ĐI
